Trip_ID,Driver_ID,Vehicle_ID,Trip_Date,Start_Time,End_Time,Duration_Min,Distance_KM,Avg_Speed_kmph,Max_Speed_kmph,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,start_ts,end_ts,duration_clock_min,telemetry_row_count,gps_path_km,speed_integral_km,telemetry_avg_speed_kmph,telemetry_max_speed_kmph,flag_overlap_driver,flag_overlap_vehicle,flag_non_primary_vehicle,flag_distance_vs_gps,flag_distance_vs_speed_integral,flag_has_gps_teleport,flag_has_speed_jump
T00201,D14,V14,2026-08-05,19:14:00,19:46:00,32,9.17,29.4,60.5,12.986178,77.560488,12.940437,77.601511,2026-08-05 19:14:00,2026-08-05 19:46:00,32.0,32,8.351659432452808,15.701666666666666,29.440625,60.5,0,0,0,0,1,0,0
T00202,D14,V14,2026-08-03,11:13:00,11:58:00,45,23.69,28.3,52.0,12.992891,77.57415,13.067206,77.720363,2026-08-03 11:13:00,2026-08-03 11:58:00,45.0,45,21.225698955499645,21.233333333333334,28.31111111111111,52.0,0,0,0,0,0,0,0
T00203,D14,V14,2026-08-06,07:38:00,07:48:00,10,4.03,23.7,47.8,12.994256,77.555989,12.969182,77.557596,2026-08-06 07:38:00,2026-08-06 07:48:00,10.0,10,3.0777097730006084,3.95,23.7,47.8,0,0,0,1,0,0,0
T00204,D14,V14,2026-08-05,11:18:00,11:50:00,32,15.46,31.6,65.5,12.991437,77.557522,13.07706,77.489609,2026-08-05 11:18:00,2026-08-05 11:50:00,32.0,32,13.856250208762956,16.866666666666667,31.625,65.5,0,0,0,0,0,0,1
T00205,D14,V14,2026-08-05,07:07:00,07:27:00,20,13.49,21.0,44.1,12.996896,77.566758,13.022662,77.650072,2026-08-05 07:07:00,2026-08-05 07:27:00,20.0,20,10.811647414234844,7.016666666666667,21.05,44.1,0,0,0,0,1,0,0
T00206,D14,V14,2026-07-31,14:21:00,15:04:00,43,18.53,22.0,60.3,12.980663,77.557864,13.100541,77.593315,2026-07-31 14:21:00,2026-07-31 15:04:00,43.0,43,16.67442660636493,15.776666666666667,22.013953488372092,60.3,1,1,0,0,0,0,1
T00207,D14,V14,2026-07-31,06:07:00,06:52:00,45,13.04,30.9,61.2,13.015783,77.562847,12.949307,77.505909,2026-07-31 06:07:00,2026-07-31 06:52:00,45.0,45,12.418306805291168,23.19333333333333,30.924444444444443,61.2,0,0,0,0,1,0,1
T00208,D14,V14,2026-07-31,17:44:00,18:28:00,44,14.23,19.0,44.8,12.994681,77.554573,12.894782,77.566592,2026-07-31 17:44:00,2026-07-31 18:28:00,44.0,44,12.785007465584744,13.941666666666666,19.011363636363637,44.8,0,0,0,0,0,0,0
T00209,D14,V14,2026-08-05,21:07:00,21:30:00,23,6.0,33.0,62.6,12.993515,77.554569,13.031682,77.552164,2026-08-05 21:07:00,2026-08-05 21:30:00,23.0,23,5.084049762715104,12.656666666666666,33.017391304347825,62.6,0,0,0,0,1,0,0
T00210,D14,V14,2026-07-31,21:51:00,22:06:00,15,8.02,25.0,55.3,12.990015,77.545762,12.97015,77.597572,2026-07-31 21:51:00,2026-07-31 22:06:00,15.0,15,6.92340245247456,6.25,25.0,55.3,0,0,0,0,0,0,0
T00211,D15,V15,2026-08-04,19:44:00,19:59:00,15,5.9,24.7,48.7,12.93269,77.666975,12.934482,77.708115,2026-08-04 19:44:00,2026-08-04 19:59:00,15.0,15,4.976362914350419,6.171666666666667,24.686666666666667,48.7,1,1,0,0,0,0,0
T00212,D15,V15,2026-08-03,13:14:00,13:39:00,25,13.7,17.4,30.9,12.921012,77.66556,12.928435,77.758305,2026-08-03 13:14:00,2026-08-03 13:39:00,25.0,25,12.567758993956222,7.238333333333333,17.372,30.9,0,0,0,0,1,0,0
T00213,D15,V15,2026-08-03,07:50:00,08:22:00,32,27.34,29.7,52.5,12.923453,77.652686,12.779741,77.643129,2026-08-03 07:50:00,2026-08-03 08:22:00,32.0,32,24.88920363321345,15.845,29.709375,52.5,0,0,0,0,1,0,0
T00214,D15,V15,2026-08-05,10:09:00,10:51:00,42,29.08,21.1,42.9,12.929727,77.67214,13.106549,77.659831,2026-08-05 10:09:00,2026-08-05 10:51:00,42.0,42,26.60052484445427,14.738333333333333,21.054761904761904,42.9,0,0,0,0,1,0,0
T00215,D15,V15,2026-08-05,21:21:00,21:43:00,22,15.83,24.8,42.4,12.920811,77.664787,13.001394,77.71208,2026-08-05 21:21:00,2026-08-05 21:43:00,22.0,22,13.988296990379578,9.081666666666667,24.768181818181816,42.4,0,0,0,0,1,0,0
T00216,D15,V15,2026-08-05,19:03:00,19:48:00,45,15.39,26.1,46.9,12.9173,77.654497,12.819876,77.660151,2026-08-05 19:03:00,2026-08-05 19:48:00,45.0,45,13.211369828396357,19.548333333333336,26.064444444444447,46.9,0,0,0,0,1,0,0
T00217,D15,V15,2026-08-04,17:03:00,17:45:00,42,18.22,19.2,36.0,12.917194,77.665722,12.807439,77.703786,2026-08-04 17:03:00,2026-08-04 17:45:00,42.0,42,16.8769126746044,13.406666666666666,19.152380952380952,36.0,0,0,0,0,1,0,0
T00218,D15,V15,2026-08-02,13:48:00,14:15:00,27,10.93,18.6,29.6,12.925119,77.676,12.923801,77.747905,2026-08-02 13:48:00,2026-08-02 14:15:00,27.0,27,9.576730899605183,8.376666666666667,18.614814814814817,29.6,0,0,0,0,0,0,0
T00219,D15,V15,2026-08-04,19:35:00,20:17:00,42,15.24,16.9,38.8,12.916136,77.673802,12.956238,77.769237,2026-08-04 19:35:00,2026-08-04 20:17:00,42.0,42,13.990764336311699,11.835,16.90714285714286,38.8,1,1,0,0,1,0,0
T00220,D15,V15,2026-08-05,14:32:00,15:13:00,41,9.42,19.6,45.0,12.924248,77.671856,12.885804,77.702268,2026-08-05 14:32:00,2026-08-05 15:13:00,41.0,41,8.399695273196276,13.408333333333333,19.621951219512194,45.0,0,0,0,0,1,0,0
T00221,D15,V15,2026-08-02,12:42:00,12:55:00,13,11.28,18.1,30.0,12.924338,77.672968,12.966492,77.671186,2026-08-02 12:42:00,2026-08-02 12:55:00,13.0,13,8.6097101028891,3.9233333333333333,18.107692307692307,30.0,0,0,0,1,1,0,0
T00222,D15,V15,2026-08-04,17:52:00,18:28:00,36,16.74,28.8,45.2,12.930983,77.668758,13.008558,77.704384,2026-08-04 17:52:00,2026-08-04 18:28:00,36.0,36,15.227407713510571,17.28166666666667,28.80277777777778,45.2,0,0,0,0,0,0,0
T00223,D15,V15,2026-08-02,10:57:00,11:36:00,39,17.99,24.9,46.7,12.926825,77.664012,13.013285,77.630262,2026-08-02 10:57:00,2026-08-02 11:36:00,39.0,39,15.339594236116756,16.215,24.946153846153845,46.7,0,0,0,0,0,0,0
T00224,D15,V15,2026-08-03,11:25:00,11:38:00,13,7.79,18.2,26.3,12.92176,77.661011,12.949414,77.66922,2026-08-03 11:25:00,2026-08-03 11:38:00,13.0,13,6.459257045199888,3.9516666666666667,18.23846153846154,26.3,0,0,0,0,1,0,0
T00225,D15,V15,2026-07-31,16:46:00,17:31:00,45,20.93,30.1,46.2,12.925606,77.675578,12.85334,77.79646,2026-07-31 16:46:00,2026-07-31 17:31:00,45.0,45,19.267671850656434,22.575,30.1,46.2,0,0,0,0,0,0,0
T00226,D16,V16,2026-08-03,11:13:00,11:46:00,33,13.75,29.0,36.4,12.905528,77.625177,12.820289,77.665065,2026-08-03 11:13:00,2026-08-03 11:46:00,33.0,33,12.121481569712472,15.926666666666668,28.957575757575757,36.4,0,0,0,0,0,0,0
T00227,D16,V16,2026-08-04,14:43:00,15:27:00,44,17.6,20.0,35.0,12.913008,77.614909,12.842432,77.715255,2026-08-04 14:43:00,2026-08-04 15:27:00,44.0,44,16.49434165170359,14.671666666666665,20.00681818181818,35.0,0,0,0,0,0,0,0
T00228,D16,V16,2026-07-31,06:25:00,06:51:00,26,15.45,27.7,33.1,12.90507,77.611345,12.85346,77.538496,2026-07-31 06:25:00,2026-07-31 06:51:00,26.0,26,13.986057785758574,12.004999999999999,27.70384615384615,33.1,0,0,0,0,1,0,0
T00229,D16,V16,2026-08-03,07:13:00,07:34:00,21,6.41,22.1,34.0,12.907416,77.610955,12.864907,77.598192,2026-08-03 07:13:00,2026-08-03 07:34:00,21.0,21,5.711009927436767,7.725,22.071428571428573,34.0,0,0,0,0,0,0,0
T00230,D16,V16,2026-07-31,17:49:00,18:24:00,35,20.13,28.7,39.9,12.898222,77.619932,12.796929,77.673072,2026-07-31 17:49:00,2026-07-31 18:24:00,35.0,35,18.40207643425162,16.763333333333332,28.737142857142857,39.9,0,0,0,0,1,0,0
T00231,D16,V16,2026-08-03,12:54:00,13:21:00,27,10.89,20.4,27.7,12.914025,77.610037,12.978563,77.60437,2026-08-03 12:54:00,2026-08-03 13:21:00,27.0,27,9.51078837908742,9.188333333333333,20.418518518518518,27.7,1,1,0,0,0,0,0
T00232,D16,V16,2026-08-02,12:19:00,12:43:00,24,16.32,23.7,33.6,12.899351,77.605032,12.923032,77.509266,2026-08-02 12:19:00,2026-08-02 12:43:00,24.0,24,14.07078874569604,9.496666666666666,23.741666666666664,33.6,0,0,0,0,1,0,0
T00233,D16,V16,2026-08-06,10:46:00,11:03:00,17,6.13,27.4,38.5,12.899,77.624783,12.854184,77.617906,2026-08-06 10:46:00,2026-08-06 11:03:00,17.0,17,5.34196944034106,7.763333333333334,27.400000000000002,38.5,0,0,0,0,0,0,0
T00234,D16,V16,2026-08-04,17:08:00,17:51:00,43,30.63,24.6,37.5,12.898592,77.615783,13.093539,77.575471,2026-08-04 17:08:00,2026-08-04 17:51:00,43.0,43,27.899734916311893,17.605,24.565116279069766,37.5,0,0,0,0,1,0,0
T00235,D16,V16,2026-08-01,19:46:00,20:25:00,39,15.57,30.7,39.6,12.906711,77.621931,13.001635,77.581765,2026-08-01 19:46:00,2026-08-01 20:25:00,39.0,39,14.230399348604111,19.946666666666665,30.687179487179485,39.6,0,0,0,0,1,0,0
T00236,D16,V16,2026-07-31,13:33:00,14:10:00,37,19.49,28.5,37.9,12.898519,77.617559,12.985016,77.513214,2026-07-31 13:33:00,2026-07-31 14:10:00,37.0,37,17.577566018744523,17.58833333333333,28.52162162162162,37.9,0,0,0,0,0,0,0
T00237,D16,V16,2026-08-01,06:29:00,06:49:00,20,7.56,28.3,39.4,12.911036,77.622611,12.919284,77.673455,2026-08-01 06:29:00,2026-08-01 06:49:00,20.0,20,6.706827188550035,9.435,28.305,39.4,0,0,0,0,0,0,0
T00238,D16,V16,2026-08-03,06:02:00,06:27:00,25,14.04,29.7,36.1,12.913999,77.632405,12.853332,77.695755,2026-08-03 06:02:00,2026-08-03 06:27:00,25.0,25,13.040356968785055,12.381666666666666,29.715999999999998,36.1,0,0,0,0,0,0,0
T00239,D16,V16,2026-08-03,13:20:00,13:47:00,27,10.67,17.2,28.8,12.9057,77.607556,12.873685,77.541708,2026-08-03 13:20:00,2026-08-03 13:47:00,27.0,27,10.011654892044003,7.741666666666666,17.203703703703702,28.8,1,1,0,0,0,0,0
T00240,D16,V16,2026-08-01,13:06:00,13:47:00,41,27.28,19.5,28.0,12.900624,77.62282,12.84409,77.80012,2026-08-01 13:06:00,2026-08-01 13:47:00,41.0,41,25.611205378278157,13.353333333333333,19.541463414634148,28.0,0,0,0,0,1,0,0
T00241,D17,V17,2026-08-03,11:38:00,12:08:00,30,13.13,19.4,32.9,12.841787,77.645252,12.765331,77.597634,2026-08-03 11:38:00,2026-08-03 12:08:00,30.0,30,11.713643093867269,9.723333333333333,19.446666666666665,32.9,0,0,0,0,1,0,0
T00242,D17,V17,2026-08-04,08:46:00,09:16:00,30,18.11,25.6,45.0,12.845123,77.659281,12.95962,77.633315,2026-08-04 08:46:00,2026-08-04 09:16:00,30.0,30,16.351548870205747,12.78,25.56,45.0,0,0,0,0,1,0,0
T00243,D17,V17,2026-08-05,19:32:00,20:09:00,37,24.36,27.4,52.0,12.847923,77.654092,12.891669,77.527037,2026-08-05 19:32:00,2026-08-05 20:09:00,37.0,37,22.595216329943028,16.878333333333334,27.37027027027027,52.0,0,0,0,0,1,0,0
T00244,D17,V17,2026-08-06,15:20:00,15:53:00,33,20.93,27.4,48.0,12.851017,77.655082,12.799553,77.552335,2026-08-06 15:20:00,2026-08-06 15:53:00,33.0,33,18.717494638503005,15.068333333333333,27.3969696969697,48.0,0,0,0,0,1,0,0
T00245,D17,V17,2026-08-04,19:28:00,20:07:00,39,14.98,27.0,44.7,12.835883,77.663595,12.82949,77.590375,2026-08-04 19:28:00,2026-08-04 20:07:00,39.0,39,13.992522377613085,17.525,26.96153846153846,44.7,0,0,0,0,0,0,0
T00246,D17,V17,2026-08-04,13:43:00,14:27:00,44,28.62,28.0,45.2,12.861428,77.650189,12.995328,77.605002,2026-08-04 13:43:00,2026-08-04 14:27:00,44.0,44,26.06747222637269,20.509999999999998,27.968181818181815,45.2,0,0,0,0,1,0,0
T00247,D17,V17,2026-08-05,12:23:00,12:50:00,27,9.65,31.6,49.6,12.855841,77.660626,12.875998,77.705199,2026-08-05 12:23:00,2026-08-05 12:50:00,27.0,27,8.886954888606622,14.231666666666666,31.625925925925927,49.6,0,0,0,0,1,0,0
T00248,D17,V17,2026-07-31,12:10:00,12:41:00,31,17.34,24.8,38.0,12.853526,77.664332,12.737732,77.700293,2026-07-31 12:10:00,2026-07-31 12:41:00,31.0,31,16.187119271489642,12.831666666666667,24.835483870967742,38.0,0,0,0,0,1,0,0
T00249,D17,V17,2026-07-31,06:34:00,06:47:00,13,6.67,28.2,44.5,12.842175,77.671293,12.820284,77.696944,2026-07-31 06:34:00,2026-07-31 06:47:00,13.0,13,5.548490012554984,6.118333333333334,28.23846153846154,44.5,0,0,0,0,0,0,0
T00250,D17,V17,2026-07-31,09:04:00,09:37:00,33,14.64,25.1,48.3,12.8415,77.660355,12.756924,77.675839,2026-07-31 09:04:00,2026-07-31 09:37:00,33.0,33,13.417740145882007,13.79,25.07272727272727,48.3,0,0,0,0,0,0,0
T00251,D17,V17,2026-08-01,21:54:00,22:07:00,13,3.82,21.6,38.0,12.853266,77.664664,12.879546,77.645724,2026-08-01 21:54:00,2026-08-01 22:07:00,13.0,13,3.615642203676157,4.6899999999999995,21.646153846153844,38.0,0,0,0,0,0,0,0
T00252,D17,V17,2026-08-02,12:37:00,13:21:00,44,18.93,25.3,42.7,12.839374,77.654811,12.716681,77.673108,2026-08-02 12:37:00,2026-08-02 13:21:00,44.0,44,17.506077499902787,18.558333333333334,25.306818181818183,42.7,0,0,0,0,0,0,0
T00253,D17,V17,2026-07-31,20:24:00,20:55:00,31,19.45,20.1,39.4,12.850061,77.65764,12.825535,77.548299,2026-07-31 20:24:00,2026-07-31 20:55:00,31.0,31,17.28248828351067,10.405,20.138709677419353,39.4,0,0,0,0,1,0,0
T00254,D17,V17,2026-08-02,21:33:00,21:45:00,12,5.77,18.1,35.2,12.855565,77.649403,12.830313,77.62361,2026-08-02 21:33:00,2026-08-02 21:45:00,12.0,12,4.796049289840378,3.615,18.075,35.2,0,0,0,0,0,0,0
T00255,D17,V17,2026-08-05,16:45:00,17:06:00,21,9.18,29.3,42.8,12.83643,77.661855,12.886362,77.637767,2026-08-05 16:45:00,2026-08-05 17:06:00,21.0,21,7.882318875788103,10.263333333333332,29.323809523809523,42.8,0,0,0,0,0,0,0
T00256,D18,V18,2026-07-31,13:02:00,13:27:00,25,17.39,21.1,27.7,13.043169,77.556968,13.132587,77.631501,2026-07-31 13:02:00,2026-07-31 13:27:00,25.0,25,16.237996898617826,8.788333333333332,21.092,27.7,0,0,0,0,1,0,0
T00257,D18,V18,2026-08-05,08:04:00,08:22:00,18,10.19,21.6,30.3,13.0278,77.544559,13.094089,77.544198,2026-08-05 08:04:00,2026-08-05 08:22:00,18.0,18,8.582636175629455,6.488333333333333,21.62777777777778,30.3,0,0,0,0,1,0,0
T00258,D18,V18,2026-07-31,06:16:00,06:35:00,19,9.49,24.4,32.6,13.035656,77.557484,13.070504,77.509364,2026-07-31 06:16:00,2026-07-31 06:35:00,19.0,19,8.1268569407929,7.74,24.442105263157895,32.6,0,0,0,0,0,0,0
T00259,D18,V18,2026-08-06,21:27:00,22:06:00,39,24.03,20.1,32.2,13.046333,77.555884,13.188416,77.496481,2026-08-06 21:27:00,2026-08-06 22:06:00,39.0,39,21.79548043484527,13.086666666666668,20.133333333333333,32.2,0,0,0,0,1,0,0
T00260,D18,V18,2026-08-05,09:31:00,10:06:00,35,18.03,27.5,35.0,13.016735,77.5613,13.063558,77.658515,2026-08-05 09:31:00,2026-08-05 10:06:00,35.0,35,16.64487767109075,16.06,27.531428571428574,35.0,1,1,0,0,0,0,0
T00261,D18,V18,2026-08-01,14:22:00,14:50:00,28,16.32,31.1,39.1,13.032289,77.566951,13.022203,77.668599,2026-08-01 14:22:00,2026-08-01 14:50:00,28.0,28,14.715152964415852,14.491666666666667,31.053571428571427,39.1,0,0,0,0,0,0,0
T00262,D18,V18,2026-08-04,17:08:00,17:46:00,38,21.74,18.8,25.6,13.029757,77.560767,13.085889,77.68524,2026-08-04 17:08:00,2026-08-04 17:46:00,38.0,38,19.640877953239748,11.881666666666666,18.760526315789473,25.6,0,0,0,0,1,0,0
T00263,D18,V18,2026-08-05,18:51:00,19:16:00,25,12.79,30.4,38.1,13.028384,77.540544,13.093671,77.476436,2026-08-05 18:51:00,2026-08-05 19:16:00,25.0,25,11.508087635385166,12.665,30.396,38.1,0,0,0,0,0,0,0
T00264,D18,V18,2026-08-01,08:43:00,08:59:00,16,9.06,28.5,35.0,13.030249,77.559629,13.001815,77.510815,2026-08-01 08:43:00,2026-08-01 08:59:00,16.0,16,7.52253724994288,7.595,28.48125,35.0,0,0,0,0,0,0,0
T00265,D18,V18,2026-08-03,18:37:00,18:58:00,21,7.15,23.9,29.1,13.02198,77.552996,13.067869,77.543545,2026-08-03 18:37:00,2026-08-03 18:58:00,21.0,21,6.387889833971715,8.366666666666667,23.904761904761905,29.1,0,0,0,0,0,0,0
T00266,D18,V18,2026-07-31,17:07:00,17:18:00,11,8.56,32.0,39.3,13.014414,77.568815,13.047872,77.596873,2026-07-31 17:07:00,2026-07-31 17:18:00,11.0,11,7.2406240315819925,5.86,31.963636363636365,39.3,0,0,0,0,0,0,0
T00267,D18,V18,2026-08-05,06:10:00,06:35:00,25,10.82,24.4,35.0,13.04022,77.56345,13.059497,77.630622,2026-08-05 06:10:00,2026-08-05 06:35:00,25.0,25,9.973215073865227,10.176666666666668,24.424,35.0,0,0,0,0,0,0,0
T00268,D18,V18,2026-08-06,14:42:00,14:58:00,16,4.81,22.2,27.0,13.033056,77.559843,13.062763,77.546664,2026-08-06 14:42:00,2026-08-06 14:58:00,16.0,16,4.342056971226431,5.915,22.18125,27.0,0,0,0,0,0,0,0
T00269,D18,V18,2026-08-01,16:38:00,17:18:00,40,10.24,31.9,40.1,13.032653,77.558701,13.107163,77.537091,2026-08-01 16:38:00,2026-08-01 17:18:00,40.0,40,9.846150009788095,21.25166666666667,31.877500000000005,40.1,0,0,0,0,1,0,0
T00270,D18,V18,2026-08-05,08:51:00,09:35:00,44,13.13,21.0,31.8,13.025178,77.548448,12.973647,77.629697,2026-08-05 08:51:00,2026-08-05 09:35:00,44.0,44,12.402895540843932,15.393333333333334,20.990909090909092,31.8,1,1,0,0,0,0,0
T00271,D19,V19,2026-08-06,16:37:00,17:10:00,33,15.68,22.9,54.4,12.762717,77.790197,12.789512,77.688684,2026-08-06 16:37:00,2026-08-06 17:10:00,33.0,33,14.086868132473953,12.6,22.90909090909091,54.4,0,0,0,0,1,0,1
T00272,D19,V19,2026-08-02,08:05:00,08:20:00,15,8.79,19.9,33.4,12.774749,77.789457,12.72569,77.776695,2026-08-02 08:05:00,2026-08-02 08:20:00,15.0,15,7.096726259153074,4.968333333333334,19.873333333333335,33.4,0,0,0,0,1,0,0
T00273,D19,V19,2026-07-31,20:56:00,21:41:00,45,2.29,28.1,53.2,12.775285,77.778896,12.769126,77.774474,2026-07-31 20:56:00,2026-07-31 21:41:00,45.0,45,2.186052301209893,21.038333333333334,28.05111111111111,53.2,0,0,0,0,1,0,0
T00274,D19,V19,2026-08-02,21:08:00,21:46:00,38,13.42,17.0,46.6,12.780883,77.771407,12.837347,77.713836,2026-08-02 21:08:00,2026-08-02 21:46:00,38.0,38,12.64767956074306,10.773333333333333,17.010526315789473,46.6,0,0,0,0,0,0,0
T00275,D19,V19,2026-07-31,13:51:00,14:06:00,15,7.19,18.5,44.3,12.785886,77.77322,12.800776,77.815006,2026-07-31 13:51:00,2026-07-31 14:06:00,15.0,15,6.215586556626696,4.63,18.52,44.3,0,0,0,0,0,0,0
T00276,D19,V19,2026-08-01,18:52:00,19:33:00,41,18.11,32.4,59.1,12.76287,77.772043,12.64238,77.797309,2026-08-01 18:52:00,2026-08-01 19:33:00,41.0,41,17.265247341822743,22.113333333333333,32.360975609756096,59.1,0,0,0,0,1,0,0
T00277,D19,V19,2026-07-31,06:39:00,06:52:00,13,7.32,26.5,54.9,12.778247,77.776324,12.73666,77.794089,2026-07-31 06:39:00,2026-07-31 06:52:00,13.0,13,6.030894312379803,5.743333333333334,26.50769230769231,54.9,0,0,0,0,0,0,0
T00278,D19,V19,2026-08-06,08:36:00,08:47:00,11,5.63,29.8,57.8,12.761512,77.787997,12.730154,77.792475,2026-08-06 08:36:00,2026-08-06 08:47:00,11.0,11,4.776211620264053,5.465,29.80909090909091,57.8,1,1,0,0,0,0,0
T00279,D19,V19,2026-08-01,09:26:00,09:43:00,17,10.28,18.9,46.8,12.777999,77.769787,12.833207,77.735378,2026-08-01 09:26:00,2026-08-01 09:43:00,17.0,17,8.183308567499228,5.3533333333333335,18.894117647058824,46.8,0,0,0,1,1,0,0
T00280,D19,V19,2026-08-02,10:49:00,10:59:00,10,4.99,25.9,50.5,12.784956,77.773644,12.803615,77.79646,2026-08-02 10:49:00,2026-08-02 10:59:00,10.0,10,4.018893351133758,4.3100000000000005,25.860000000000003,50.5,0,0,0,0,0,0,0
T00281,D19,V19,2026-08-06,08:30:00,08:43:00,13,4.37,16.0,36.6,12.778744,77.78994,12.799399,77.811447,2026-08-06 08:30:00,2026-08-06 08:43:00,13.0,13,3.3729681242210927,3.4650000000000003,15.992307692307692,36.6,1,1,0,1,0,0,0
T00282,D19,V19,2026-08-02,15:52:00,16:02:00,10,4.61,33.4,58.6,12.779101,77.770045,12.804208,77.766184,2026-08-02 15:52:00,2026-08-02 16:02:00,10.0,10,3.9081662689656014,5.573333333333333,33.44,58.6,0,0,0,0,0,0,0
T00283,D19,V19,2026-08-02,16:30:00,17:14:00,44,20.12,23.1,48.7,12.769686,77.772668,12.634773,77.85211,2026-08-02 16:30:00,2026-08-02 17:14:00,44.0,44,19.225739917453332,16.961666666666666,23.129545454545454,48.7,0,0,0,0,1,0,0
T00284,D19,V19,2026-08-06,14:04:00,14:19:00,15,7.82,21.7,63.3,12.777397,77.775668,12.815278,77.80624,2026-08-06 14:04:00,2026-08-06 14:19:00,15.0,15,7.312268108308291,5.426666666666667,21.706666666666667,63.3,0,0,0,0,0,0,0
T00285,D19,V19,2026-08-06,09:26:00,09:44:00,18,5.69,34.5,58.8,12.774972,77.772121,12.744649,77.741574,2026-08-06 09:26:00,2026-08-06 09:44:00,18.0,18,5.199350594288195,10.336666666666668,34.455555555555556,58.8,0,0,0,0,1,0,0
T00286,D20,V20,2026-08-04,20:16:00,20:29:00,13,6.86,22.7,40.1,12.777114,77.779661,12.741937,77.751511,2026-08-04 20:16:00,2026-08-04 20:29:00,13.0,13,5.773032134727538,4.908333333333333,22.653846153846153,40.1,0,0,0,0,0,0,0
T00287,D20,V20,2026-08-04,06:05:00,06:19:00,14,8.26,31.2,44.6,12.790248,77.778761,12.755075,77.740642,2026-08-04 06:05:00,2026-08-04 06:19:00,14.0,14,6.873548407236203,7.28,31.2,44.6,0,0,0,0,0,0,0
T00288,D20,V20,2026-07-31,06:33:00,07:12:00,39,12.0,24.0,39.7,12.774948,77.779714,12.722275,77.745312,2026-07-31 06:33:00,2026-07-31 07:12:00,39.0,39,10.852799254785225,15.611666666666668,24.01794871794872,39.7,0,0,0,0,1,0,0
T00289,D20,V20,2026-08-02,14:20:00,14:32:00,12,4.03,18.4,28.5,12.784309,77.77312,12.76903,77.754424,2026-08-02 14:20:00,2026-08-02 14:32:00,12.0,12,3.1749739939251294,3.671666666666667,18.358333333333334,28.5,0,0,0,1,0,0,0
T00290,D20,V20,2026-08-06,08:35:00,09:02:00,27,10.25,31.0,48.4,12.776356,77.769488,12.736067,77.746499,2026-08-06 08:35:00,2026-08-06 09:02:00,27.0,27,9.262386391111672,13.943333333333333,30.985185185185188,48.4,0,0,0,0,1,0,0
T00291,D20,V20,2026-08-06,16:53:00,17:03:00,10,4.51,20.9,30.4,12.773749,77.776932,12.769918,77.799556,2026-08-06 16:53:00,2026-08-06 17:03:00,10.0,10,3.5433822099779198,3.4916666666666667,20.95,30.4,0,0,0,1,0,0,0
T00292,D20,V20,2026-08-01,08:20:00,08:48:00,28,22.32,23.9,42.1,12.772288,77.785125,12.876202,77.742994,2026-08-01 08:20:00,2026-08-01 08:48:00,28.0,28,19.275225200589357,11.173333333333334,23.942857142857143,42.1,0,0,0,1,1,0,0
T00293,D20,V20,2026-08-06,10:16:00,10:46:00,30,15.03,22.9,37.5,12.772361,77.787917,12.678226,77.797234,2026-08-06 10:16:00,2026-08-06 10:46:00,30.0,30,13.681280025102254,11.43,22.86,37.5,0,0,0,0,1,0,0
T00294,D20,V20,2026-08-01,21:33:00,22:17:00,44,21.19,24.3,39.4,12.766446,77.778866,12.687456,77.641595,2026-08-01 21:33:00,2026-08-01 22:17:00,44.0,44,19.82868820601206,17.853333333333335,24.345454545454547,39.4,0,0,0,0,1,0,0
T00295,D20,V20,2026-08-03,15:59:00,16:10:00,11,6.97,23.6,47.9,12.787322,77.774516,12.825854,77.768267,2026-08-03 15:59:00,2026-08-03 16:10:00,11.0,11,5.52122539778807,4.333333333333333,23.636363636363637,47.9,0,0,0,1,0,0,0
T00296,D20,V20,2026-08-05,21:45:00,22:15:00,30,18.68,26.0,41.5,12.771871,77.770652,12.645367,77.739826,2026-08-05 21:45:00,2026-08-05 22:15:00,30.0,30,17.428398652274083,12.991666666666667,25.983333333333334,41.5,0,0,0,0,1,0,0
T00297,D20,V20,2026-08-04,08:34:00,08:57:00,23,14.04,28.6,49.9,12.774765,77.770779,12.790036,77.673572,2026-08-04 08:34:00,2026-08-04 08:57:00,23.0,23,12.163019695738793,10.958333333333334,28.58695652173913,49.9,0,0,0,0,1,0,0
T00298,D20,V20,2026-08-06,16:19:00,16:43:00,24,8.45,22.3,33.6,12.773214,77.770862,12.789296,77.824389,2026-08-06 16:19:00,2026-08-06 16:43:00,24.0,24,7.496715882126189,8.931666666666667,22.329166666666666,33.6,0,0,0,0,0,0,0
T00299,D20,V20,2026-08-02,09:24:00,09:56:00,32,12.68,24.2,44.1,12.777973,77.778784,12.805574,77.722085,2026-08-02 09:24:00,2026-08-02 09:56:00,32.0,32,11.364429782202416,12.92,24.225,44.1,0,0,0,0,0,0,0
T00300,D20,V20,2026-08-04,07:38:00,08:21:00,43,24.19,23.5,37.3,12.775083,77.770222,12.903515,77.679631,2026-08-04 07:38:00,2026-08-04 08:21:00,43.0,43,23.010849761198592,16.869999999999997,23.53953488372093,37.3,0,0,0,0,1,0,0
T00301,D21,V21,2026-07-31,08:02:00,08:43:00,41,18.17,27.5,48.1,12.960144,77.606451,12.827577,77.569407,2026-07-31 08:02:00,2026-07-31 08:43:00,41.0,41,16.832535987300304,18.798333333333336,27.509756097560977,48.1,0,0,0,0,0,0,0
