Trip_ID,Driver_ID,Vehicle_ID,Trip_Date,trip_duration_min,trip_distance_km,avg_speed_kmph,max_speed_kmph,min_speed_kmph,speed_std_kmph,speed_range_kmph,harsh_accel_events,harsh_brake_events,harsh_event_rate_per_10min,speed_delta_mean_kmph,stop_count,stop_duration_min,moving_time_min,telemetry_flagged_minute_pct,any_trip_quality_flag,flag_overlap_driver,flag_overlap_vehicle,flag_non_primary_vehicle,flag_distance_vs_gps,flag_distance_vs_speed_integral,flag_has_gps_teleport,flag_has_speed_jump,optional_high_speed_time_pct,optional_accel_mag_mean_g,optional_accel_mag_std_g,optional_gyro_mag_mean_dps
T00217,D15,V15,2026-08-04,42,18.22,19.2,36.0,0.0,10.27932421844554,36.0,2,1,0.7142857142857143,11.551219512195122,3,3,39,0.0,1,0,0,0,0,1,0,0,0.0,1.0377732886357756,0.10516830396938458,6.039404649057152
T00218,D15,V15,2026-08-02,27,10.93,18.6,29.6,2.4,7.703730550029927,27.200000000000003,0,0,0.0,9.415384615384616,0,0,27,0.0,0,0,0,0,0,0,0,0,0.0,1.0462381212459773,0.1213859750794282,6.347778144523704
T00219,D15,V15,2026-08-04,42,15.24,16.9,38.8,0.0,9.900736431272833,38.8,2,2,0.9523809523809523,10.43170731707317,1,1,41,0.0,1,1,1,0,0,1,0,0,2.380952380952381,1.0116002036047016,0.09932174605437738,6.413692619856725
T00220,D15,V15,2026-08-05,41,9.42,19.6,45.0,5.2,8.350584177023844,39.8,1,0,0.24390243902439027,9.434999999999999,0,0,41,0.0,1,0,0,0,0,1,0,0,2.4390243902439024,1.0125712363281543,0.09770083748307869,4.047069188466392
T00221,D15,V15,2026-08-02,13,11.28,18.1,30.0,0.0,10.120973400029394,30.0,1,0,0.7692307692307692,11.75,1,1,12,0.0,1,0,0,0,1,1,0,0,0.0,0.9853596894915958,0.042924031949226296,5.634566564008042
T00222,D15,V15,2026-08-04,36,16.74,28.8,45.2,0.2,10.14851111137874,45.0,4,2,1.6666666666666665,12.202857142857143,0,0,36,0.0,0,0,0,0,0,0,0,0,16.666666666666664,1.00805771442272,0.07163004121223236,3.920051430445587
T00223,D15,V15,2026-08-02,39,17.99,24.9,46.7,1.7,8.264185448887458,45.0,1,0,0.25641025641025644,8.705263157894738,0,0,39,0.0,0,0,0,0,0,0,0,0,5.128205128205128,1.016462256626076,0.0679184405101168,4.159547636052173
T00224,D15,V15,2026-08-03,13,7.79,18.2,26.3,6.9,5.555258539068856,19.4,0,0,0.0,6.375,0,0,13,0.0,1,0,0,0,0,1,0,0,0.0,1.0260459748491477,0.08030491238928467,6.064502580981147
T00225,D15,V15,2026-07-31,45,20.93,30.1,46.2,0.0,11.090659460678038,46.2,4,3,1.5555555555555556,12.431818181818182,2,2,43,0.0,0,0,0,0,0,0,0,0,22.22222222222222,1.0076885390649244,0.07174233735990349,6.359770785146395
T00226,D16,V16,2026-08-03,33,13.75,29.0,36.4,18.4,3.974452030078353,18.0,0,0,0.0,3.978125,0,0,33,0.0,0,0,0,0,0,0,0,0,0.0,1.0028812011655523,0.048305919509279406,6.1426922741648955
T00227,D16,V16,2026-08-04,44,17.6,20.0,35.0,0.5,7.5804950972652,34.5,0,0,0.0,7.5558139534883715,0,0,44,0.0,0,0,0,0,0,0,0,0,0.0,0.9959715182800715,0.043628806915957254,3.56348725637898
T00228,D16,V16,2026-07-31,26,15.45,27.7,33.1,1.5,6.194803032815864,31.6,1,1,0.7692307692307692,6.316,0,0,26,0.0,1,0,0,0,0,1,0,0,0.0,1.0176360914815208,0.052627908250114964,3.7899474046809427
T00229,D16,V16,2026-08-03,21,6.41,22.1,34.0,2.3,9.041080845625862,31.7,0,0,0.0,7.75,0,0,21,0.0,0,0,0,0,0,0,0,0,0.0,0.9905117458294076,0.05581716082602104,2.971444942912077
T00230,D16,V16,2026-07-31,35,20.13,28.7,39.9,0.0,9.084961255195498,39.9,2,2,1.1428571428571428,9.094117647058823,1,1,34,0.0,1,0,0,0,0,1,0,0,2.857142857142857,1.0154359934626611,0.11454873241363933,7.516363043552523
T00231,D16,V16,2026-08-03,27,10.89,20.4,27.7,0.4,6.281048236685255,27.3,0,0,0.0,6.449999999999999,0,0,27,0.0,1,1,1,0,0,0,0,0,0.0,1.0096587737837965,0.041982750156282236,3.3039376828798104
T00232,D16,V16,2026-08-02,24,16.32,23.7,33.6,4.2,5.389677466083272,29.400000000000002,0,0,0.0,5.021739130434782,0,0,24,0.0,1,0,0,0,0,1,0,0,0.0,1.025334762570557,0.1513527397297467,4.283047520923794
T00233,D16,V16,2026-08-06,17,6.13,27.4,38.5,5.3,7.4221795990126775,33.2,0,0,0.0,8.5125,0,0,17,0.0,0,0,0,0,0,0,0,0,5.88235294117647,1.0432776925094884,0.1824601253194307,3.5055250613993074
T00234,D16,V16,2026-08-04,43,30.63,24.6,37.5,1.0,9.61704547543753,36.5,2,1,0.6976744186046512,8.571428571428571,0,0,43,0.0,1,0,0,0,0,1,0,0,2.3255813953488373,1.0095602949020275,0.0620192886979636,3.9929813571655894
T00235,D16,V16,2026-08-01,39,15.57,30.7,39.6,2.3,7.523933024100303,37.300000000000004,1,0,0.25641025641025644,6.468421052631578,0,0,39,0.0,1,0,0,0,0,1,0,0,10.256410256410255,1.0181144978975618,0.059574786626609484,4.027029159115182
T00236,D16,V16,2026-07-31,37,19.49,28.5,37.9,1.0,10.765638112251589,36.9,4,3,1.8918918918918919,9.044444444444444,0,0,37,0.0,0,0,0,0,0,0,0,0,5.405405405405405,1.0128713114347425,0.06194086325798613,2.958206838378404
T00237,D16,V16,2026-08-01,20,7.56,28.3,39.4,2.7,7.267047108985226,36.699999999999996,1,1,1.0,7.989473684210527,0,0,20,0.0,0,0,0,0,0,0,0,0,5.0,1.0047635253708704,0.04147108167208207,4.6831508019266845
T00238,D16,V16,2026-08-03,25,14.04,29.7,36.1,4.3,6.116554040743311,31.8,1,1,0.8,6.2124999999999995,0,0,25,0.0,0,0,0,0,0,0,0,0,0.0,1.013939667139089,0.07352459482117638,3.336354347335087
T00239,D16,V16,2026-08-03,27,10.67,17.2,28.8,0.6,7.272893905109969,28.2,0,0,0.0,8.038461538461538,0,0,27,0.0,1,1,1,0,0,0,0,0,0.0,1.0085430073307842,0.04082187565547468,3.673042547602597
T00240,D16,V16,2026-08-01,41,27.28,19.5,28.0,0.0,4.483579797982639,28.0,0,0,0.0,4.7875,1,1,40,0.0,1,0,0,0,0,1,0,0,0.0,1.022686064214575,0.07307543645326153,4.378070379569154
T00241,D17,V17,2026-08-03,30,13.13,19.4,32.9,2.7,8.12682799949238,30.2,0,0,0.0,10.331034482758621,0,0,30,0.0,1,0,0,0,0,1,0,0,0.0,1.0310399695591468,0.13905833992078437,6.752141179074832
T00242,D17,V17,2026-08-04,30,18.11,25.6,45.0,2.3,9.75869550355141,42.7,2,0,0.6666666666666666,12.041379310344826,0,0,30,0.0,1,0,0,0,0,1,0,0,10.0,1.005663378823757,0.05396744062588423,3.895714794039489
T00243,D17,V17,2026-08-05,37,24.36,27.4,52.0,0.0,10.84788419884687,52.0,1,1,0.5405405405405405,10.022222222222222,1,1,36,0.0,1,0,0,0,0,1,0,0,13.513513513513514,1.0312226470639831,0.13946022240001524,4.718318224529682
T00244,D17,V17,2026-08-06,33,20.93,27.4,48.0,1.1,12.000064709421489,46.9,1,2,0.9090909090909092,12.55625,0,0,33,0.0,1,0,0,0,0,1,0,0,21.21212121212121,1.0252315511436287,0.052308817315942446,4.100437168586489
T00245,D17,V17,2026-08-04,39,14.98,27.0,44.7,3.9,9.312939933363104,40.800000000000004,2,2,1.0256410256410258,10.555263157894737,0,0,39,0.0,0,0,0,0,0,0,0,0,7.6923076923076925,1.024159219989686,0.07959978714177338,7.417249536869392
T00246,D17,V17,2026-08-04,44,28.62,28.0,45.2,1.3,11.014129883129781,43.900000000000006,5,2,1.5909090909090908,11.17906976744186,0,0,44,0.0,1,0,0,0,0,1,0,0,9.090909090909092,1.0136348271290474,0.039376311544613296,4.401082105956718
T00247,D17,V17,2026-08-05,27,9.65,31.6,49.6,1.8,13.074743491897552,47.800000000000004,1,3,1.4814814814814814,13.873076923076923,0,0,27,0.0,1,0,0,0,0,1,0,0,33.33333333333333,1.0173116452955588,0.06812162238434744,4.71746262777945
T00248,D17,V17,2026-07-31,31,17.34,24.8,38.0,3.5,6.756308083911745,34.5,0,0,0.0,6.363333333333333,0,0,31,0.0,1,0,0,0,0,1,0,0,3.225806451612903,1.020953627883716,0.0652238149358148,4.20087461236973
T00249,D17,V17,2026-07-31,13,6.67,28.2,44.5,18.7,8.443887183592091,25.8,0,0,0.0,10.616666666666665,0,0,13,0.0,0,0,0,0,0,0,0,0,15.384615384615385,1.0591885798669762,0.06714857880843755,6.0546627755648625
T00250,D17,V17,2026-07-31,33,14.64,25.1,48.3,0.0,10.648276642468746,48.3,1,1,0.6060606060606061,10.878124999999999,1,1,32,0.0,0,0,0,0,0,0,0,0,6.0606060606060606,1.0162488824039384,0.06334969845543592,3.229344784928771
T00251,D17,V17,2026-08-01,13,3.82,21.6,38.0,8.3,8.847185558565634,29.7,0,0,0.0,8.558333333333334,0,0,13,0.0,0,0,0,0,0,0,0,0,7.6923076923076925,1.0278306079881696,0.05053887668147526,7.055503067360452
T00252,D17,V17,2026-08-02,44,18.93,25.3,42.7,4.3,7.9040289322295765,38.400000000000006,0,1,0.22727272727272727,9.355813953488372,0,0,44,0.0,0,0,0,0,0,0,0,0,6.8181818181818175,1.0139189496332806,0.05009177560493707,3.82090332803771
T00253,D17,V17,2026-07-31,31,19.45,20.1,39.4,2.4,10.042432554560834,37.0,1,2,0.9677419354838709,13.580000000000002,0,0,31,0.0,1,0,0,0,0,1,0,0,6.451612903225806,1.0108148567069288,0.043788921459307587,3.3777795147612513
T00254,D17,V17,2026-08-02,12,5.77,18.1,35.2,6.2,9.26921836461463,29.000000000000004,0,0,0.0,9.20909090909091,0,0,12,0.0,0,0,0,0,0,0,0,0,0.0,1.0195433293202047,0.07361373121915823,3.0821050607157177
T00255,D17,V17,2026-08-05,21,9.18,29.3,42.8,2.6,10.64879827782951,40.199999999999996,2,1,1.4285714285714286,10.91,0,0,21,0.0,0,0,0,0,0,0,0,0,19.047619047619047,1.016908049001621,0.029571453625119575,4.064001655226174
T00256,D18,V18,2026-07-31,25,17.39,21.1,27.7,1.2,6.402338114574497,26.5,0,0,0.0,6.425,0,0,25,0.0,1,0,0,0,0,1,0,0,0.0,1.0136532304815675,0.029767297742270937,4.887136760338907
T00257,D18,V18,2026-08-05,18,10.19,21.6,30.3,14.8,4.843285899124024,15.5,0,0,0.0,5.670588235294118,0,0,18,0.0,1,0,0,0,0,1,0,0,0.0,1.007390417212167,0.02897448326060384,3.507075687219487
T00258,D18,V18,2026-07-31,19,9.49,24.4,32.6,0.0,8.430389195541572,32.6,0,0,0.0,6.611111111111111,1,1,18,0.0,0,0,0,0,0,0,0,0,0.0,1.0346844959203658,0.15444000707544545,3.652954190182611
T00259,D18,V18,2026-08-06,39,24.03,20.1,32.2,0.2,8.744211117658097,32.0,2,1,0.7692307692307693,10.305263157894737,0,0,39,0.0,1,0,0,0,0,1,0,0,0.0,1.0095429117421508,0.034860724656545945,3.088059940110108
T00260,D18,V18,2026-08-05,35,18.03,27.5,35.0,5.0,5.56880869235969,30.0,1,0,0.2857142857142857,5.779411764705882,0,0,35,0.0,1,1,1,0,0,0,0,0,0.0,1.0316158919320193,0.09959459041617627,5.228974183160649
T00261,D18,V18,2026-08-01,28,16.32,31.1,39.1,2.1,6.879786933762429,37.0,1,1,0.7142857142857143,6.807407407407407,0,0,28,0.0,0,0,0,0,0,0,0,0,10.714285714285714,1.003282456805389,0.03510762936140125,5.138860963016755
T00262,D18,V18,2026-08-04,38,21.74,18.8,25.6,0.8,6.046778882234747,24.8,0,0,0.0,6.31891891891892,0,0,38,0.0,1,0,0,0,0,1,0,0,0.0,1.0080081627390345,0.035440725678954475,4.705720044182699
T00263,D18,V18,2026-08-05,25,12.79,30.4,38.1,1.8,6.9152898228008715,36.300000000000004,1,1,0.8,6.275000000000001,0,0,25,0.0,0,0,0,0,0,0,0,0,8.0,1.0128675903732471,0.04761132099585805,3.08569197481714
T00264,D18,V18,2026-08-01,16,9.06,28.5,35.0,19.3,3.983669790532344,15.7,0,0,0.0,4.22,0,0,16,0.0,0,0,0,0,0,0,0,0,0.0,0.9807433199238819,0.03623593685364227,3.148887402845695
T00265,D18,V18,2026-08-03,21,7.15,23.9,29.1,16.7,3.2109930224894905,12.400000000000002,0,0,0.0,3.7600000000000002,0,0,21,0.0,0,0,0,0,0,0,0,0,0.0,1.0117981744399032,0.06582763029369255,2.9686332100564408
T00266,D18,V18,2026-07-31,11,8.56,32.0,39.3,27.8,3.7987557771651295,11.499999999999996,0,0,0.0,4.469999999999999,0,0,11,0.0,0,0,0,0,0,0,0,0,18.181818181818183,1.0137315393724566,0.036373103932777026,3.649865272887128
T00267,D18,V18,2026-08-05,25,10.82,24.4,35.0,2.4,6.531224999952153,32.6,1,1,0.8,7.295833333333333,0,0,25,0.0,0,0,0,0,0,0,0,0,0.0,1.0145324918914307,0.03984165137040167,6.65301302040756
T00268,D18,V18,2026-08-06,16,4.81,22.2,27.0,15.8,3.7658498376860425,11.2,0,0,0.0,4.679999999999999,0,0,16,0.0,0,0,0,0,0,0,0,0,0.0,1.0104513033481768,0.042380512024226415,3.137998025401977
T00269,D18,V18,2026-08-01,40,10.24,31.9,40.1,21.0,3.879233832627925,19.1,0,0,0.0,4.7384615384615385,0,0,40,0.0,1,0,0,0,0,1,0,0,7.5,1.0175589907648395,0.046428884838261034,4.170205563981527
T00270,D18,V18,2026-08-05,44,13.13,21.0,31.8,12.6,3.6578566720695616,19.200000000000003,0,0,0.0,4.146511627906977,0,0,44,0.0,1,1,1,0,0,0,0,0,0.0,1.004277628526326,0.04780059672384527,2.98156641889141
T00271,D19,V19,2026-08-06,33,15.68,22.9,54.4,0.0,15.527201205392014,54.4,4,4,2.4242424242424243,15.91875,2,2,31,3.0303030303030303,1,0,0,0,0,1,0,1,15.151515151515152,1.0038350169523838,0.05003359447250082,4.357158712228044
T00272,D19,V19,2026-08-02,15,8.79,19.9,33.4,0.0,10.425618629583752,33.4,0,0,0.0,8.428571428571429,2,2,13,0.0,1,0,0,0,0,1,0,0,0.0,1.0435214987388692,0.06923728611849413,3.080238617068326
T00273,D19,V19,2026-07-31,45,2.29,28.1,53.2,0.0,15.424443738639807,53.2,6,7,2.888888888888889,17.134090909090908,1,1,44,0.0,1,0,0,0,0,1,0,0,33.33333333333333,1.052265277436053,0.09952858949809987,6.135203033781199
T00274,D19,V19,2026-08-02,38,13.42,17.0,46.6,0.0,14.976085251000498,46.6,7,4,2.8947368421052633,15.705405405405406,5,6,32,0.0,0,0,0,0,0,0,0,0,10.526315789473683,1.015881337985221,0.05510385062024146,3.2578084641207488
T00275,D19,V19,2026-07-31,15,7.19,18.5,44.3,0.0,13.675588261048016,44.3,0,2,1.3333333333333333,15.864285714285714,2,2,13,0.0,0,0,0,0,0,0,0,0,6.666666666666667,1.112755208495051,0.22828454823922836,6.382860686105132
T00276,D19,V19,2026-08-01,41,18.11,32.4,59.1,0.4,14.49818743927634,58.7,2,4,1.4634146341463417,15.9025,0,0,41,0.0,1,0,0,0,0,1,0,0,43.90243902439025,1.0604209031597422,0.13267364412506244,5.787090420477927
T00277,D19,V19,2026-07-31,13,7.32,26.5,54.9,0.0,15.402297530913016,54.9,2,2,3.0769230769230766,20.308333333333334,1,1,12,0.0,0,0,0,0,0,0,0,0,15.384615384615385,1.0959519692169588,0.19236979475373014,7.7434270150529
T00278,D19,V19,2026-08-06,11,5.63,29.8,57.8,0.3,16.863656456738827,57.5,1,2,2.727272727272727,17.6,0,0,11,0.0,1,1,1,0,0,0,0,0,27.27272727272727,1.1723251249674378,0.2524749126291358,9.909772824105081
T00279,D19,V19,2026-08-01,17,10.28,18.9,46.8,0.0,14.059803989931513,46.8,0,4,2.3529411764705883,16.325,2,2,15,0.0,1,0,0,0,1,1,0,0,11.76470588235294,1.012305263121885,0.06194297899451035,4.819550332896587
T00280,D19,V19,2026-08-02,10,4.99,25.9,50.5,0.0,15.841731106304149,50.5,1,2,3.0,20.77777777777778,1,1,9,0.0,0,0,0,0,0,0,0,0,30.0,1.0178359636867875,0.06201479237325868,5.9073428704872954
T00281,D19,V19,2026-08-06,13,4.37,16.0,36.6,0.0,12.495296551000136,36.6,0,0,0.0,11.424999999999999,2,3,10,0.0,1,1,1,0,1,0,0,0,0.0,1.0054130956709026,0.05035754800662924,7.8657488492935475
T00282,D19,V19,2026-08-02,10,4.61,33.4,58.6,18.1,11.808019873515345,40.5,0,1,1.0,14.399999999999999,0,0,10,0.0,0,0,0,0,0,0,0,0,30.0,1.0982467967967224,0.2208065350425292,7.634956561082544
T00283,D19,V19,2026-08-02,44,20.12,23.1,48.7,1.6,12.348629140477444,47.1,3,7,2.2727272727272725,15.523255813953488,0,0,44,0.0,1,0,0,0,0,1,0,0,20.454545454545457,1.0381672855741817,0.12003335148892674,4.723358319143111
T00284,D19,V19,2026-08-06,15,7.82,21.7,63.3,0.0,17.923586482089803,63.3,2,3,3.3333333333333335,20.514285714285712,1,1,14,0.0,0,0,0,0,0,0,0,0,13.333333333333334,1.0564090672689235,0.15495972722891735,9.466176416963227
T00285,D19,V19,2026-08-06,18,5.69,34.5,58.8,6.5,13.59135634586414,52.3,2,1,1.6666666666666665,15.552941176470586,0,0,18,0.0,1,0,0,0,0,1,0,0,33.33333333333333,1.0048983263042253,0.05857843823225055,4.159445097305995
T00286,D20,V20,2026-08-04,13,6.86,22.7,40.1,0.0,13.672759742435286,40.1,1,1,1.5384615384615383,11.799999999999999,1,1,12,0.0,0,0,0,0,0,0,0,0,23.076923076923077,1.0083238348057721,0.03647439068895027,5.931076691061221
T00287,D20,V20,2026-08-04,14,8.26,31.2,44.6,0.3,11.332254850646452,44.300000000000004,1,1,1.4285714285714286,11.153846153846153,0,0,14,0.0,0,0,0,0,0,0,0,0,35.714285714285715,1.0104026929328942,0.05688015308549226,4.754850843591693
T00288,D20,V20,2026-07-31,39,12.0,24.0,39.7,3.8,9.935975882324948,35.900000000000006,0,1,0.25641025641025644,9.210526315789474,0,0,39,0.0,1,0,0,0,0,1,0,0,5.128205128205128,1.0133210616031199,0.055318840977488036,4.0501035703270825
T00289,D20,V20,2026-08-02,12,4.03,18.4,28.5,0.3,8.860685211892047,28.2,0,0,0.0,12.4,0,0,12,0.0,1,0,0,0,1,0,0,0,0.0,1.0050290607659507,0.036271757346373,6.211082188883032
T00290,D20,V20,2026-08-06,27,10.25,31.0,48.4,1.8,9.766926282247091,46.6,0,0,0.0,10.476923076923075,0,0,27,0.0,1,0,0,0,0,1,0,0,22.22222222222222,1.0288430263078001,0.08034414795615007,6.5191901144528925
T00291,D20,V20,2026-08-06,10,4.51,20.9,30.4,12.2,6.137905904206165,18.2,0,0,0.0,6.311111111111112,0,0,10,0.0,1,0,0,0,1,0,0,0,0.0,1.0202243397927324,0.04014275214065385,6.180027631932123
T00292,D20,V20,2026-08-01,28,22.32,23.9,42.1,0.7,11.645168401098676,41.4,4,4,2.857142857142857,15.670370370370371,0,0,28,0.0,1,0,0,0,1,1,0,0,10.714285714285714,1.034830774167827,0.07782899759183358,4.720458772641577
T00293,D20,V20,2026-08-06,30,15.03,22.9,37.5,0.0,9.829568342155389,37.5,1,2,1.0,10.558620689655172,1,1,29,0.0,1,0,0,0,0,1,0,0,3.3333333333333335,1.0248500986055653,0.07692680391234645,4.485213113441705
T00294,D20,V20,2026-08-01,44,21.19,24.3,39.4,0.5,8.79453991671668,38.9,1,0,0.22727272727272727,9.120930232558138,0,0,44,0.0,1,0,0,0,0,1,0,0,4.545454545454546,1.0150497034646218,0.06313134662378114,5.198915987628585
T00295,D20,V20,2026-08-03,11,6.97,23.6,47.9,13.1,9.674117295885218,34.8,0,1,0.9090909090909091,9.450000000000001,0,0,11,0.0,1,0,0,0,1,0,0,0,9.090909090909092,1.0335850250993854,0.07831855131022905,6.745487893097735
T00296,D20,V20,2026-08-05,30,18.68,26.0,41.5,13.2,7.504852836129036,28.3,0,0,0.0,7.8310344827586205,0,0,30,0.0,1,0,0,0,0,1,0,0,10.0,1.0117271797097893,0.0481665268998657,3.095204675248542
T00297,D20,V20,2026-08-04,23,14.04,28.6,49.9,2.6,10.398308618923913,47.3,0,1,0.4347826086956522,10.44090909090909,0,0,23,0.0,1,0,0,0,0,1,0,0,21.73913043478261,1.0201480315581277,0.07056455950719479,6.614355204282251
T00298,D20,V20,2026-08-06,24,8.45,22.3,33.6,0.0,9.81261296436407,33.6,1,1,0.8333333333333334,12.243478260869564,1,1,23,0.0,0,0,0,0,0,0,0,0,0.0,1.0285004310512915,0.08419483611537376,5.459586765398778
T00299,D20,V20,2026-08-02,32,12.68,24.2,44.1,1.9,9.899103902097206,42.2,1,1,0.625,9.887096774193548,0,0,32,0.0,0,0,0,0,0,0,0,0,3.125,1.0413032561386573,0.10830034702845005,5.010389538199353
T00300,D20,V20,2026-08-04,43,24.19,23.5,37.3,1.6,8.600917435419143,35.699999999999996,1,0,0.23255813953488372,9.788095238095238,0,0,43,0.0,1,0,0,0,0,1,0,0,0.0,1.016066200535116,0.05963828939366985,4.395373374020356
T00301,D21,V21,2026-07-31,41,18.17,27.5,48.1,0.3,10.668266140241553,47.800000000000004,3,1,0.9756097560975611,11.1875,0,0,41,0.0,0,0,0,0,0,0,0,0,17.073170731707318,1.015353161804329,0.05251052974690678,5.574400765222503
T00302,D21,V23,2026-08-01,32,15.77,21.1,44.3,1.4,10.503670633364012,42.9,1,3,1.25,13.706451612903226,0,0,32,0.0,1,0,0,1,0,1,0,0,3.125,1.0322773934447023,0.11359424898214782,4.388052086550346
T00303,D21,V21,2026-08-04,31,13.29,31.1,50.6,1.6,13.088795996773776,49.0,4,1,1.6129032258064515,12.56,0,0,31,0.0,0,0,0,0,0,0,0,0,32.25806451612903,0.9953158900887804,0.04620629359735173,4.290789752890718
T00304,D21,V21,2026-08-03,45,16.69,24.8,46.5,1.4,9.155614825247008,45.1,1,2,0.6666666666666666,9.929545454545455,0,0,45,0.0,1,1,0,0,0,0,0,0,6.666666666666667,1.0181816833380386,0.06165127130800752,6.096548050517556
T00305,D21,V21,2026-08-05,13,5.13,20.9,31.0,2.7,8.03641551681932,28.3,0,0,0.0,8.491666666666665,0,0,13,0.0,0,0,0,0,0,0,0,0,0.0,1.012704922885862,0.03038312184369055,2.6168813127560075
T00306,D21,V21,2026-07-31,33,11.58,30.8,46.8,1.3,8.871306316297266,45.5,2,0,0.6060606060606061,9.421875,0,0,33,0.0,1,0,0,0,0,1,0,0,18.181818181818183,1.0218605511134133,0.05646305888042781,6.705344652631366
T00307,D21,V29,2026-08-03,38,9.46,18.0,31.6,2.5,9.09488781419396,29.1,0,0,0.0,10.17027027027027,0,0,38,0.0,1,1,0,1,0,0,0,0,0.0,1.0365467485335949,0.12755219895637285,4.481108437790074
T00308,D21,V21,2026-08-05,39,19.68,27.8,45.0,1.7,8.938531279270622,43.3,2,0,0.5128205128205129,10.436842105263159,0,0,39,0.0,0,0,0,0,0,0,0,0,10.256410256410255,1.0088177374987632,0.04708394737263124,4.320566999730758
T00309,D21,V21,2026-08-04,33,13.11,20.2,35.8,0.3,10.109916748750539,35.5,3,0,0.9090909090909092,9.259375,0,0,33,0.0,0,0,0,0,0,0,0,0,0.0,1.019433245379468,0.05242653225521513,4.187025423958719
T00310,D21,V21,2026-08-02,26,8.85,25.4,38.4,8.5,7.911690473839719,29.9,0,0,0.0,7.836,0,0,26,0.0,0,0,0,0,0,0,0,0,7.6923076923076925,1.013044953521651,0.04597476514446406,4.920856545668071
T00311,D21,V21,2026-07-31,37,11.33,26.1,59.5,6.3,9.426610790257069,53.2,1,2,0.8108108108108107,10.113888888888889,0,0,37,0.0,1,0,0,0,0,1,0,0,5.405405405405405,1.013545037865225,0.048695448137387944,4.579615582517747
T00312,D21,V21,2026-08-05,34,21.52,19.3,37.7,1.2,10.09235295831919,36.5,0,0,0.0,10.921212121212122,0,0,34,0.0,1,0,0,0,0,1,0,0,2.941176470588235,1.032904200287677,0.10078871433854017,7.079041146254624
T00313,D21,V21,2026-08-06,24,14.88,24.2,39.9,1.1,9.546317295849926,38.8,1,1,0.8333333333333334,10.07391304347826,0,0,24,0.0,1,0,0,0,0,1,0,0,4.166666666666666,1.0058573245133904,0.032818357367109634,4.318256719083662
T00314,D21,V21,2026-08-06,30,16.1,25.8,43.3,1.5,10.926052383622146,41.8,3,2,1.6666666666666667,11.755172413793103,0,0,30,0.0,1,0,0,0,0,1,0,0,20.0,0.9954125522067355,0.034960335790123,2.8591468135209963
T00315,D21,V21,2026-08-06,16,6.23,29.4,44.5,3.9,11.308403954581744,40.6,1,2,1.875,13.9,0,0,16,0.0,0,0,0,0,0,0,0,0,25.0,1.0274884345724953,0.04867255839875778,2.8339339068843112
T00316,D22,V22,2026-08-03,10,4.6,26.1,37.5,1.9,12.794569160389887,35.6,1,1,2.0,9.144444444444444,0,0,10,0.0,0,0,0,0,0,0,0,0,10.0,0.9957875214679761,0.03105393316768886,3.078873084258597
T00317,D22,V22,2026-08-05,28,12.59,20.0,27.6,3.5,6.256808989425738,24.1,0,0,0.0,5.92962962962963,0,0,28,0.0,1,0,0,0,0,1,0,0,0.0,1.0082702127289487,0.04718638671331232,5.094673357673922
T00318,D22,V22,2026-08-06,43,14.81,17.6,31.3,0.2,6.846971507618175,31.1,1,0,0.23255813953488372,7.4523809523809526,0,0,43,0.0,0,0,0,0,0,0,0,0,0.0,1.0060379825211268,0.039230952966376714,3.2223166103795844
T00319,D22,V22,2026-08-05,38,17.88,20.3,30.6,1.1,6.752366425712095,29.5,0,0,0.0,6.448648648648648,0,0,38,0.0,1,0,0,0,0,1,0,0,0.0,1.0094354717654974,0.05929839270862386,3.957717102434071
T00320,D22,V22,2026-07-31,45,15.92,25.0,33.5,4.8,5.047604692456922,28.7,0,0,0.0,4.234090909090909,0,0,45,0.0,0,0,0,0,0,0,0,0,0.0,1.0032761929328708,0.0505631089098312,3.3677857119599612
T00321,D22,V22,2026-08-06,41,26.67,28.9,42.8,0.0,9.70215842216465,42.8,3,2,1.2195121951219514,10.02,1,1,40,0.0,1,1,1,0,0,1,0,0,9.75609756097561,1.0227107138832618,0.08865151211963866,4.436277578221174
T00322,D22,V22,2026-08-03,43,10.42,18.8,27.3,0.8,6.86124865544526,26.5,0,0,0.0,7.316666666666667,0,0,43,0.0,1,0,0,0,0,1,0,0,0.0,1.0054799365715716,0.053701595599512236,3.6574882543132627
T00323,D22,V22,2026-08-02,15,8.79,28.1,35.6,3.2,10.08073598975978,32.4,1,0,0.6666666666666666,6.378571428571429,0,0,15,0.0,0,0,0,0,0,0,0,0,0.0,1.0066295118116528,0.03034020110996078,3.7229407195775943
T00324,D22,V22,2026-08-02,39,16.51,17.0,24.2,4.1,5.424674968651999,20.1,0,0,0.0,6.002631578947369,0,0,39,0.0,1,0,0,0,0,1,0,0,0.0,1.0422111090720554,0.15811339709417252,3.8178399298906855
T00325,D22,V22,2026-08-06,44,20.74,24.0,33.8,0.7,6.9935790545001595,33.099999999999994,1,1,0.45454545454545453,6.102325581395348,0,0,44,0.0,1,0,0,0,0,1,0,0,0.0,1.0072533566909485,0.040890869832108954,3.7374678428420514
T00326,D22,V22,2026-08-03,16,5.74,28.0,39.4,6.8,7.153620878035589,32.6,0,1,0.625,7.786666666666667,0,0,16,0.0,0,0,0,0,0,0,0,0,6.25,1.0067294253416388,0.027748665338109817,3.6600650737161926
